4
0.5;0.4839624925225104;0.0;0.027777777777777776;0.0,0.03125011920928955,1.0
0.0669872981077807;0.0990623130627599;0.75;0.75;0.0,0.06250017881393433,1.0
0.4839624925225104;0.45188747756753117;0.027777777777777776;0.02777777777777778;0.0,0.0937502384185791,1.0
0.0990623130627599;0.1150998205402495;0.75;0.7777777777777778;0.0,0.12500029802322388,1.0
0.45188747756753117;0.4679249850450208;0.02777777777777778;0.05555555555555555;0.0,0.15625035762786865,1.0
0.4679249850450208;0.45188747756753117;0.05555555555555555;0.08333333333333333;0.0,0.18750041723251343,1.0
0.9330127018922193;0.9169751944147297;0.75;0.7222222222222222;0.0,0.2187504768371582,1.0
0.1150998205402495;0.13113732801773909;0.7777777777777778;0.75;0.0,0.250000536441803,1.0
0.45188747756753117;0.41981246261255195;0.08333333333333333;0.08333333333333333;0.0,0.28125059604644775,1.0
0.13113732801773909;0.1632123429727183;0.75;0.75;0.0,0.31250065565109253,1.0
0.9169751944147297;0.9330127018922193;0.7222222222222222;0.6944444444444444;0.0,0.3437507152557373,1.0
0.41981246261255195;0.40377495513506234;0.08333333333333333;0.055555555555555566;0.0,0.3750007748603821,1.0
0.40377495513506234;0.3877374476575728;0.055555555555555566;0.08333333333333334;0.0,0.40625083446502686,1.0
0.1632123429727183;0.17924985045020791;0.75;0.7777777777777778;0.0,0.43750089406967163,1.0
0.3877374476575728;0.35566243270259357;0.08333333333333334;0.08333333333333334;0.0,0.4687509536743164,1.0
0.9330127018922193;0.9009376869372401;0.6944444444444444;0.6944444444444444;0.0,0.531251072883606,1.0
0.17924985045020791;0.16321234297271833;0.7777777777777778;0.8055555555555556;0.0,0.5000010132789612,1.0
0.16321234297271833;0.19528735792769752;0.8055555555555556;0.8055555555555556;0.0,0.5625011324882507,1.0
0.35566243270259357;0.3716999401800832;0.08333333333333334;0.11111111111111112;0.0,0.5937511920928955,1.0
0.19528735792769752;0.21132486540518713;0.8055555555555556;0.8333333333333333;0.0,0.6250012516975403,1.0
0.3716999401800832;0.35566243270259357;0.11111111111111112;0.1388888888888889;0.0,0.6562513113021851,1.0
0.9009376869372401;0.8849001794597505;0.6944444444444444;0.6666666666666666;0.0,0.6875013709068298,1.0
0.35566243270259357;0.3877374476575728;0.1388888888888889;0.1388888888888889;0.0,0.7187514305114746,1.0
0.21132486540518713;0.22736237288267672;0.8333333333333333;0.8055555555555555;0.0,0.7500014901161194,1.0
0.3877374476575728;0.40377495513506234;0.1388888888888889;0.16666666666666666;0.0,0.7812515497207642,1.0
0.22736237288267672;0.2594373878376559;0.8055555555555555;0.8055555555555555;0.0,0.8125016093254089,1.0
0.2594373878376559;0.2433998803601663;0.8055555555555555;0.7777777777777777;0.0,0.8437516689300537,1.0
0.8849001794597505;0.9009376869372401;0.6666666666666666;0.6388888888888888;0.0,0.8750017285346985,1.0
0.2433998803601663;0.2594373878376559;0.7777777777777777;0.75;0.0,0.937501847743988,1.0
0.40377495513506234;0.38773744765757273;0.16666666666666666;0.19444444444444445;0.0,0.9062517881393433,1.0
0.38773744765757273;0.35566243270259357;0.19444444444444445;0.19444444444444445;0.0,0.9687519073486328,1.0
0.2594373878376559;0.29151240279263513;0.75;0.75;0.0,1.0,0.9687483310699463
0.35566243270259357;0.3716999401800831;0.19444444444444445;0.2222222222222222;0.0,1.0,0.9687483310699463
0.9009376869372401;0.9330127018922193;0.6388888888888888;0.6388888888888888;0.0,1.0,0.9374984502792358
0.3716999401800831;0.35566243270259357;0.2222222222222222;0.25;0.0,1.0,0.8749986886978149
0.29151240279263513;0.30754991027012474;0.75;0.7777777777777778;0.0,1.0,0.9062485694885254
0.30754991027012474;0.32358741774761435;0.7777777777777778;0.75;0.0,1.0,0.8437488079071045
